opp_id,account_id,account_name,segment,division,rep_id,is_cross_division_deal,region,created_date,close_date,stage,probability,amount,is_closed,is_won,is_renewal,loss_reason,competitor,is_stalled,sales_cycle_days_actual,fiscal_quarter
100012,5020,Hickman Ltd,Pre-IPO / Private,ActiveDisclosure,1000,False,Southeast,2026-03-03,2026-06-08,Closed Lost,0,55547.85,True,False,True,Lost to Competitor,Intralinks,False,97.0,FY2026-Q2
100013,5133,Stein-Silva,Pre-IPO / Private,ActiveDisclosure,1001,False,Midwest,2026-01-18,2026-03-20,Closed Lost,0,102645.46,True,False,False,Lost to Competitor,Datasite,False,61.0,FY2026-Q1
100014,5402,"Huang, Cole and Pacheco",Large Cap Public,ActiveDisclosure,1018,True,Southeast,2026-03-02,2026-06-08,Closed Lost,0,84728.35,True,False,True,Timing - Not Ready,Datasite,False,98.0,FY2026-Q2
100015,5473,Paul-Kline,Pre-IPO / Private,ActiveDisclosure,1001,False,Mid-Atlantic,2024-07-26,2024-08-29,Closed Lost,0,85447.24,True,False,True,Price,Intralinks,False,34.0,FY2024-Q3
100016,5265,Good-Hodges,Large Cap Public,ActiveDisclosure,1001,False,Texas/Central,2024-10-19,2025-02-26,Closed Lost,0,58824.36,True,False,False,Price,Toppan Merrill,False,130.0,FY2025-Q1
100017,5135,Smith-Bell,Pre-IPO / Private,ActiveDisclosure,1000,False,West,2025-10-12,2025-12-26,Closed Won,100,98821.03,True,True,False,,,False,75.0,FY2025-Q4
100018,5337,"Wilson, Pena and Rich",Large Cap Public,ActiveDisclosure,1003,False,West,2025-11-14,2026-02-16,Closed Won,100,61034.58,True,True,True,,,False,94.0,FY2026-Q1
100019,5084,"Rodriguez, Brennan and Garrison",Mid Cap Public,ActiveDisclosure,1019,True,Texas/Central,2024-11-28,2025-02-21,Closed Lost,0,81390.1,True,False,True,Timing - Not Ready,In-house Build,False,85.0,FY2025-Q1
100020,5013,George Group,Large Cap Public,ActiveDisclosure,1003,False,West,2026-03-03,2026-05-29,Closed Lost,0,18860.51,True,False,False,Budget Cut,Workiva,False,87.0,FY2026-Q2
100021,5011,"Romero, Gonzalez and Brooks",Large Cap Public,ActiveDisclosure,1001,False,Texas/Central,2026-01-15,2026-04-02,Closed Lost,0,48911.73,True,False,False,Lost to Competitor,Donnelley Legacy/Manual Process,False,77.0,FY2026-Q2
100022,5449,"Bentley, Lynch and Henderson",Mid Cap Public,ActiveDisclosure,1002,False,West,2024-10-05,2024-11-16,Closed Lost,0,81892.42,True,False,False,No Decision / Stalled,Intralinks,False,42.0,FY2024-Q4
100023,5121,"Schmidt, Hansen and Stewart",Large Cap Public,ActiveDisclosure,1019,True,Southeast,2024-09-06,2024-12-12,Closed Won,100,73512.7,True,True,False,,,False,97.0,FY2024-Q4
100024,5295,"Ramsey, Whitney and Coffey",Pre-IPO / Private,ActiveDisclosure,1020,True,Mid-Atlantic,2026-01-20,2026-05-19,Closed Lost,0,41362.33,True,False,True,Feature Gap,Workiva,False,119.0,FY2026-Q2
100025,5105,"Carroll, Sullivan and Bass",Pre-IPO / Private,ActiveDisclosure,1000,False,Southeast,2026-03-06,2026-06-20,Closed Lost,0,24989.91,True,False,True,Lost to Competitor,Intralinks,False,106.0,FY2026-Q2
100026,5176,Miller Ltd,Large Cap Public,ActiveDisclosure,1004,False,Northeast,2024-10-18,2024-11-13,Closed Lost,0,49866.36,True,False,False,No Decision / Stalled,In-house Build,False,26.0,FY2024-Q4
100027,5461,Cooper Ltd,Pre-IPO / Private,ActiveDisclosure,1004,False,Texas/Central,2026-01-25,2026-05-18,Closed Lost,0,62173.41,True,False,False,Feature Gap,In-house Build,False,113.0,FY2026-Q2
100028,5323,Guerrero Inc,Pre-IPO / Private,ActiveDisclosure,1019,True,Texas/Central,2025-03-30,2025-08-08,Closed Lost,0,33407.29,True,False,True,No Decision / Stalled,Datasite,False,131.0,FY2025-Q3
100029,5463,Anderson-Bell,Pre-IPO / Private,ActiveDisclosure,1003,False,Mid-Atlantic,2024-11-23,2025-03-03,Closed Won,100,76562.09,True,True,True,,,False,100.0,FY2025-Q1
100030,5240,Hicks-Hill,Large Cap Public,ActiveDisclosure,1002,False,Mid-Atlantic,2025-12-25,2026-03-07,Closed Won,100,74832.68,True,True,False,,,False,72.0,FY2026-Q1
100031,5008,Smith-Bowen,Pre-IPO / Private,ActiveDisclosure,1000,False,Northeast,2026-02-01,2026-04-12,Closed Won,100,88412.6,True,True,True,,,False,70.0,FY2026-Q2
100032,5435,Spencer-Garcia,Pre-IPO / Private,ActiveDisclosure,1003,False,Texas/Central,2024-09-21,2024-11-06,Closed Lost,0,77454.65,True,False,False,Budget Cut,Datasite,False,46.0,FY2024-Q4
100033,5286,"Becker, Taylor and Davis",Pre-IPO / Private,ActiveDisclosure,1000,False,Northeast,2024-10-24,2025-02-05,Closed Won,100,85119.26,True,True,False,,,False,104.0,FY2025-Q1
100034,5336,"Phillips, Wagner and Jordan",Large Cap Public,ActiveDisclosure,1004,False,Southeast,2025-05-11,2025-09-01,Closed Won,100,65353.73,True,True,True,,,False,113.0,FY2025-Q3
100035,5156,Rodriguez-Johnson,Large Cap Public,ActiveDisclosure,1002,False,Midwest,2025-02-01,2025-04-30,Closed Won,100,96814.25,True,True,True,,,False,88.0,FY2025-Q2
100036,5362,Frank-Bradley,Mid Cap Public,ActiveDisclosure,1005,False,Northeast,2025-09-13,2025-11-29,Closed Won,100,67581.98,True,True,False,,,False,77.0,FY2025-Q4
100037,5305,Davis PLC,Mid Cap Public,ActiveDisclosure,1000,False,Northeast,2025-06-27,2025-08-11,Closed Lost,0,61206.66,True,False,True,Budget Cut,Workiva,False,45.0,FY2025-Q3
100038,5209,"Hall, Baker and Moody",Mid Cap Public,ActiveDisclosure,1002,False,Mid-Atlantic,2024-10-25,2025-02-04,Closed Won,100,77542.13,True,True,False,,,False,102.0,FY2025-Q1
100039,5112,Hernandez Inc,Large Cap Public,ActiveDisclosure,1001,False,Northeast,2025-07-05,2025-11-15,Closed Lost,0,74791.01,True,False,True,Budget Cut,In-house Build,False,133.0,FY2025-Q4
100040,5021,"Harris, Collins and Carney",Pre-IPO / Private,ActiveDisclosure,1001,False,Mid-Atlantic,2025-02-11,2025-04-05,Closed Won,100,55968.84,True,True,False,,,False,53.0,FY2025-Q2
100041,5322,Fernandez and Sons,Mid Cap Public,ActiveDisclosure,1002,False,Texas/Central,2025-01-14,2025-01-24,Closed Lost,0,32736.93,True,False,True,Feature Gap,Ideagen/Q4,False,10.0,FY2025-Q1
100042,5296,"Diaz, Gibbs and Smith",Large Cap Public,ActiveDisclosure,1001,False,Midwest,2024-11-26,2025-02-02,Closed Lost,0,60553.86,True,False,False,Feature Gap,Workiva,False,68.0,FY2025-Q1
100043,5116,Hernandez Ltd,Mid Cap Public,ActiveDisclosure,1003,False,Northeast,2026-01-28,2026-05-22,Closed Lost,0,55209.22,True,False,False,Timing - Not Ready,Toppan Merrill,False,114.0,FY2026-Q2
100044,5127,Hill Inc,Pre-IPO / Private,ActiveDisclosure,1003,False,Southeast,2026-04-03,2026-07-02,Negotiation,80,76384.95,False,,False,,,False,,FY2026-Q3
100045,5173,White-Lewis,Large Cap Public,ActiveDisclosure,1020,True,Midwest,2026-02-25,2026-04-24,Closed Won,100,71825.95,True,True,False,,,False,58.0,FY2026-Q2
100046,5037,Morton-Chase,Mid Cap Public,ActiveDisclosure,1000,False,Texas/Central,2025-04-19,2025-07-04,Closed Lost,0,55705.52,True,False,False,Timing - Not Ready,Donnelley Legacy/Manual Process,False,76.0,FY2025-Q3
100047,5326,"Fisher, Wilson and Brown",Mid Cap Public,ActiveDisclosure,1002,False,Midwest,2026-02-05,2026-05-16,Closed Lost,0,77349.43,True,False,False,Timing - Not Ready,Intralinks,False,100.0,FY2026-Q2
100048,5310,Crosby-Ramirez,Large Cap Public,ActiveDisclosure,1003,False,Northeast,2024-12-23,2025-02-27,Closed Lost,0,52423.27,True,False,True,Timing - Not Ready,Intralinks,False,66.0,FY2025-Q1
100049,5248,Cook-Hines,Mid Cap Public,ActiveDisclosure,1004,False,Midwest,2026-04-23,2026-07-14,Negotiation,80,81649.74,False,,True,,,True,,FY2026-Q3
100050,5125,Green-Wright,Mid Cap Public,ActiveDisclosure,1002,False,Midwest,2026-03-09,2026-05-28,Closed Won,100,74558.05,True,True,True,,,False,80.0,FY2026-Q2
100051,5133,Stein-Silva,Pre-IPO / Private,ActiveDisclosure,1005,False,Midwest,2025-06-23,2025-08-25,Closed Lost,0,82662.12,True,False,True,Timing - Not Ready,Toppan Merrill,False,63.0,FY2025-Q3
100052,5073,"Patterson, Smith and Jones",Pre-IPO / Private,ActiveDisclosure,1003,False,Southeast,2024-10-03,2025-01-06,Closed Lost,0,112625.58,True,False,True,Price,Datasite,False,95.0,FY2025-Q1
100053,5316,"Harper, Smith and Buchanan",Pre-IPO / Private,ActiveDisclosure,1003,False,Midwest,2025-02-04,2025-03-20,Closed Won,100,56052.01,True,True,True,,,False,44.0,FY2025-Q1
100054,5446,Blake Group,Large Cap Public,ActiveDisclosure,1004,False,Midwest,2024-10-11,2025-01-02,Closed Lost,0,79176.13,True,False,True,Timing - Not Ready,Workiva,False,83.0,FY2025-Q1
100055,5282,"Beltran, Lozano and Mcgee",Large Cap Public,ActiveDisclosure,1003,False,West,2026-03-24,2026-07-09,Negotiation,80,105164.35,False,,False,,,False,,FY2026-Q3
100056,5209,"Hall, Baker and Moody",Mid Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2026-03-31,2026-04-23,Closed Lost,0,43874.9,True,False,False,Price,Donnelley Legacy/Manual Process,False,23.0,FY2026-Q2
100057,5369,"Estrada, Williams and Foster",Large Cap Public,ActiveDisclosure,1004,False,West,2025-02-28,2025-04-24,Closed Won,100,62450.33,True,True,True,,,False,55.0,FY2025-Q2
100058,5051,"Hensley, Powell and David",Large Cap Public,ActiveDisclosure,1003,False,Midwest,2025-03-01,2025-05-22,Closed Lost,0,47566.68,True,False,False,Lost to Competitor,Datasite,False,82.0,FY2025-Q2
100059,5008,Smith-Bowen,Pre-IPO / Private,ActiveDisclosure,1001,False,Northeast,2025-11-26,2026-04-03,Closed Lost,0,68695.52,True,False,True,Timing - Not Ready,Intralinks,False,128.0,FY2026-Q2
100060,5278,Castaneda-Rodriguez,Large Cap Public,ActiveDisclosure,1004,False,West,2025-11-04,2026-03-10,Closed Lost,0,76672.94,True,False,False,Feature Gap,Ideagen/Q4,False,126.0,FY2026-Q1
100061,5316,"Harper, Smith and Buchanan",Pre-IPO / Private,ActiveDisclosure,1003,False,Midwest,2025-04-17,2025-07-30,Closed Lost,0,75369.61,True,False,True,Lost to Competitor,Ideagen/Q4,False,104.0,FY2025-Q3
100062,5217,Navarro-Munoz,Large Cap Public,ActiveDisclosure,1002,False,Northeast,2025-02-12,2025-05-25,Closed Lost,0,84707.29,True,False,False,Budget Cut,Workiva,False,102.0,FY2025-Q2
100063,5021,"Harris, Collins and Carney",Pre-IPO / Private,ActiveDisclosure,1000,False,Mid-Atlantic,2025-02-26,2025-05-18,Closed Lost,0,8000.0,True,False,False,Price,Datasite,False,81.0,FY2025-Q2
100064,5062,"Turner, Riggs and Roman",Pre-IPO / Private,ActiveDisclosure,1000,False,Mid-Atlantic,2026-04-26,2026-06-03,Closed Won,100,57359.19,True,True,False,,,False,38.0,FY2026-Q2
100065,5082,Patton-Jenkins,Mid Cap Public,ActiveDisclosure,1003,False,Midwest,2024-11-19,2025-02-20,Closed Lost,0,23197.43,True,False,True,Price,Workiva,False,93.0,FY2025-Q1
100066,5082,Patton-Jenkins,Mid Cap Public,ActiveDisclosure,1005,False,Midwest,2024-11-30,2025-03-07,Closed Lost,0,87564.38,True,False,True,Budget Cut,Workiva,False,97.0,FY2025-Q1
100067,5311,"Wood, Ramos and Sampson",Mid Cap Public,ActiveDisclosure,1019,True,Southeast,2024-11-01,2025-01-23,Closed Lost,0,61790.04,True,False,True,Timing - Not Ready,Donnelley Legacy/Manual Process,False,83.0,FY2025-Q1
100068,5021,"Harris, Collins and Carney",Pre-IPO / Private,ActiveDisclosure,1000,False,Mid-Atlantic,2025-11-23,2025-12-03,Closed Lost,0,68720.22,True,False,True,Timing - Not Ready,Intralinks,False,10.0,FY2025-Q4
100069,5050,Jones Inc,Pre-IPO / Private,ActiveDisclosure,1004,False,Texas/Central,2025-09-12,2025-11-01,Closed Lost,0,64731.44,True,False,False,Feature Gap,Toppan Merrill,False,50.0,FY2025-Q4
100070,5018,Anderson Group,Pre-IPO / Private,ActiveDisclosure,1004,False,Northeast,2025-07-04,2025-07-14,Closed Lost,0,32545.89,True,False,True,Timing - Not Ready,In-house Build,False,10.0,FY2025-Q3
100071,5362,Frank-Bradley,Mid Cap Public,ActiveDisclosure,1019,True,Northeast,2025-10-24,2026-02-06,Closed Lost,0,107102.68,True,False,True,No Decision / Stalled,Toppan Merrill,False,105.0,FY2026-Q1
100072,5169,"Adams, Christian and Rivas",Mid Cap Public,ActiveDisclosure,1005,False,Southeast,2024-09-07,2024-12-12,Closed Won,100,85716.5,True,True,True,,,False,96.0,FY2024-Q4
100073,5030,Lee-Davis,Large Cap Public,ActiveDisclosure,1003,False,Mid-Atlantic,2026-04-19,2026-07-13,Negotiation,80,123266.23,False,,False,,,True,,FY2026-Q3
100074,5413,Rangel LLC,Large Cap Public,ActiveDisclosure,1019,True,Midwest,2024-11-15,2025-01-19,Closed Won,100,70520.02,True,True,True,,,False,65.0,FY2025-Q1
100075,5463,Anderson-Bell,Pre-IPO / Private,ActiveDisclosure,1002,False,Mid-Atlantic,2025-01-20,2025-03-28,Closed Lost,0,17173.9,True,False,False,Timing - Not Ready,Donnelley Legacy/Manual Process,False,67.0,FY2025-Q1
100076,5397,"Brown, Romero and Collins",Large Cap Public,ActiveDisclosure,1000,False,Northeast,2025-01-11,2025-04-08,Closed Lost,0,40302.05,True,False,False,No Decision / Stalled,Datasite,False,87.0,FY2025-Q2
100077,5112,Hernandez Inc,Large Cap Public,ActiveDisclosure,1005,False,Northeast,2025-07-30,2025-11-21,Closed Lost,0,92958.45,True,False,False,Timing - Not Ready,Datasite,False,114.0,FY2025-Q4
100078,5426,"Lamb, Martin and Kim",Large Cap Public,ActiveDisclosure,1002,False,Mid-Atlantic,2025-05-24,2025-08-05,Closed Won,100,70258.93,True,True,False,,,False,73.0,FY2025-Q3
100079,5387,"Hicks, Bullock and Bailey",Pre-IPO / Private,ActiveDisclosure,1000,False,Northeast,2025-09-18,2025-12-12,Closed Won,100,90780.87,True,True,False,,,False,85.0,FY2025-Q4
100080,5117,Stafford Inc,Large Cap Public,ActiveDisclosure,1020,True,Texas/Central,2026-05-26,2026-07-26,Needs Analysis,40,76981.0,False,,True,,,False,,FY2026-Q3
100081,5295,"Ramsey, Whitney and Coffey",Pre-IPO / Private,ActiveDisclosure,1002,False,Mid-Atlantic,2024-09-06,2024-11-12,Closed Lost,0,89977.13,True,False,True,Timing - Not Ready,Workiva,False,67.0,FY2024-Q4
100082,5426,"Lamb, Martin and Kim",Large Cap Public,ActiveDisclosure,1002,False,Mid-Atlantic,2025-10-03,2025-12-14,Closed Lost,0,70373.15,True,False,False,Price,In-house Build,False,72.0,FY2025-Q4
100083,5268,Howard-Jordan,Mid Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2025-08-11,2025-11-01,Closed Won,100,69557.91,True,True,False,,,False,82.0,FY2025-Q4
100084,5322,Fernandez and Sons,Mid Cap Public,ActiveDisclosure,1002,False,Texas/Central,2024-10-28,2025-02-13,Closed Lost,0,56823.16,True,False,False,Lost to Competitor,In-house Build,False,108.0,FY2025-Q1
100085,5066,Campbell-Clark,Mid Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2025-11-14,2026-02-17,Closed Lost,0,88100.28,True,False,False,Budget Cut,Intralinks,False,95.0,FY2026-Q1
100086,5183,King-Martinez,Large Cap Public,ActiveDisclosure,1001,False,Texas/Central,2024-11-01,2025-01-01,Closed Won,100,90467.61,True,True,True,,,False,61.0,FY2025-Q1
100087,5322,Fernandez and Sons,Mid Cap Public,ActiveDisclosure,1003,False,Texas/Central,2026-01-18,2026-04-09,Closed Lost,0,33688.76,True,False,False,Timing - Not Ready,Intralinks,False,81.0,FY2026-Q2
100088,5451,Barnes PLC,Mid Cap Public,ActiveDisclosure,1005,False,Mid-Atlantic,2024-09-05,2024-11-07,Closed Lost,0,97637.4,True,False,False,Budget Cut,Ideagen/Q4,False,63.0,FY2024-Q4
100089,5300,Harvey PLC,Pre-IPO / Private,ActiveDisclosure,1000,False,Mid-Atlantic,2024-09-13,2024-11-13,Closed Lost,0,78300.56,True,False,True,Feature Gap,In-house Build,False,61.0,FY2024-Q4
100090,5451,Barnes PLC,Mid Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2026-01-15,2026-05-05,Closed Lost,0,87162.72,True,False,False,Lost to Competitor,Donnelley Legacy/Manual Process,False,110.0,FY2026-Q2
100091,5118,Robinson-Brock,Mid Cap Public,ActiveDisclosure,1002,False,Southeast,2025-12-12,2026-02-27,Closed Lost,0,87231.59,True,False,False,Lost to Competitor,Datasite,False,77.0,FY2026-Q1
100092,5021,"Harris, Collins and Carney",Pre-IPO / Private,ActiveDisclosure,1004,False,Mid-Atlantic,2024-09-18,2024-12-22,Closed Won,100,78353.2,True,True,True,,,False,95.0,FY2024-Q4
100093,5061,Moore-Bass,Large Cap Public,ActiveDisclosure,1004,False,Midwest,2025-12-28,2026-04-03,Closed Lost,0,94408.6,True,False,False,Lost to Competitor,Intralinks,False,96.0,FY2026-Q2
100094,5030,Lee-Davis,Large Cap Public,ActiveDisclosure,1018,True,Mid-Atlantic,2026-01-28,2026-05-18,Closed Won,100,45615.52,True,True,False,,,False,110.0,FY2026-Q2
100095,5449,"Bentley, Lynch and Henderson",Mid Cap Public,ActiveDisclosure,1005,False,West,2026-02-05,2026-02-27,Closed Won,100,65760.59,True,True,False,,,False,22.0,FY2026-Q1
100096,5327,Strickland-Palmer,Pre-IPO / Private,ActiveDisclosure,1005,False,Northeast,2025-11-06,2026-01-25,Closed Lost,0,36238.76,True,False,True,Budget Cut,Workiva,False,80.0,FY2026-Q1
100097,5323,Guerrero Inc,Pre-IPO / Private,ActiveDisclosure,1004,False,Texas/Central,2025-10-18,2025-12-01,Closed Won,100,68305.83,True,True,False,,,False,44.0,FY2025-Q4
100098,5305,Davis PLC,Mid Cap Public,ActiveDisclosure,1004,False,Northeast,2024-11-10,2025-01-16,Closed Lost,0,63224.08,True,False,True,No Decision / Stalled,Intralinks,False,67.0,FY2025-Q1
100099,5068,Wagner-King,Pre-IPO / Private,ActiveDisclosure,1000,False,West,2025-10-03,2025-10-15,Closed Won,100,49444.73,True,True,False,,,False,12.0,FY2025-Q4
100100,5207,"Harrison, Johnson and Roberts",Pre-IPO / Private,ActiveDisclosure,1001,False,Northeast,2025-09-01,2025-11-16,Closed Lost,0,73424.85,True,False,True,Timing - Not Ready,Toppan Merrill,False,76.0,FY2025-Q4
100101,5369,"Estrada, Williams and Foster",Large Cap Public,ActiveDisclosure,1001,False,West,2025-11-29,2026-03-02,Closed Won,100,67462.42,True,True,True,,,False,93.0,FY2026-Q1
100102,5048,"Woods, Calhoun and Schmidt",Large Cap Public,ActiveDisclosure,1002,False,Texas/Central,2024-10-18,2025-03-25,Closed Lost,0,98610.85,True,False,False,Budget Cut,Datasite,False,158.0,FY2025-Q1
100103,5320,Schroeder-Kramer,Large Cap Public,ActiveDisclosure,1002,False,Texas/Central,2026-02-03,2026-04-28,Closed Lost,0,39803.84,True,False,False,Price,Donnelley Legacy/Manual Process,False,84.0,FY2026-Q2
100104,5051,"Hensley, Powell and David",Large Cap Public,ActiveDisclosure,1004,False,Midwest,2026-01-14,2026-03-11,Closed Lost,0,31623.69,True,False,True,Price,Intralinks,False,56.0,FY2026-Q1
100105,5391,Thompson Ltd,Large Cap Public,ActiveDisclosure,1003,False,Mid-Atlantic,2025-01-19,2025-04-27,Closed Lost,0,63234.15,True,False,False,Price,Workiva,False,98.0,FY2025-Q2
100106,5235,"Lloyd, Mckinney and Collins",Mid Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2025-10-28,2026-01-17,Closed Lost,0,56729.74,True,False,False,Timing - Not Ready,Intralinks,False,81.0,FY2026-Q1
100107,5097,Smith-Frost,Mid Cap Public,ActiveDisclosure,1005,False,Northeast,2025-05-22,2025-08-08,Closed Lost,0,17517.22,True,False,False,Timing - Not Ready,Datasite,False,78.0,FY2025-Q3
100108,5235,"Lloyd, Mckinney and Collins",Mid Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2026-01-27,2026-05-01,Closed Lost,0,49943.55,True,False,False,Feature Gap,Workiva,False,94.0,FY2026-Q2
100109,5157,Johnston-Odonnell,Large Cap Public,ActiveDisclosure,1005,False,Midwest,2026-03-03,2026-06-24,Closed Lost,0,36946.24,True,False,False,Timing - Not Ready,In-house Build,False,113.0,FY2026-Q2
100110,5201,Kerr-Evans,Pre-IPO / Private,ActiveDisclosure,1004,False,Southeast,2026-02-17,2026-05-15,Closed Lost,0,68821.0,True,False,True,Timing - Not Ready,Ideagen/Q4,False,87.0,FY2026-Q2
100111,5042,Gray Group,Large Cap Public,ActiveDisclosure,1005,False,Northeast,2026-05-28,2026-06-30,Closed Won,100,76598.35,True,True,False,,,False,33.0,FY2026-Q2
100112,5042,Gray Group,Large Cap Public,ActiveDisclosure,1005,False,Northeast,2026-03-18,2026-05-13,Closed Lost,0,75872.32,True,False,True,Feature Gap,Intralinks,False,56.0,FY2026-Q2
100113,5457,Jones-Fox,Pre-IPO / Private,ActiveDisclosure,1002,False,Texas/Central,2025-11-01,2025-12-31,Closed Lost,0,76265.86,True,False,False,Budget Cut,In-house Build,False,60.0,FY2025-Q4
100114,5228,Cordova Group,Pre-IPO / Private,ActiveDisclosure,1001,False,Mid-Atlantic,2026-06-09,2026-08-17,Qualification,25,78778.17,False,,True,,,False,,FY2026-Q3
100115,5183,King-Martinez,Large Cap Public,ActiveDisclosure,1002,False,Texas/Central,2026-06-21,2026-11-05,Prospecting,10,30783.75,False,,False,,,False,,FY2026-Q4
100116,5310,Crosby-Ramirez,Large Cap Public,ActiveDisclosure,1004,False,Northeast,2025-04-06,2025-05-20,Closed Lost,0,26726.81,True,False,False,Budget Cut,Ideagen/Q4,False,44.0,FY2025-Q2
100117,5262,Brennan-Johnson,Large Cap Public,ActiveDisclosure,1002,False,Southeast,2024-11-26,2025-03-16,Closed Lost,0,87594.6,True,False,False,Price,Datasite,False,110.0,FY2025-Q1
100118,5159,Vargas Ltd,Large Cap Public,ActiveDisclosure,1004,False,Midwest,2025-11-02,2025-12-14,Closed Won,100,86316.87,True,True,False,,,False,42.0,FY2025-Q4
100119,5037,Morton-Chase,Mid Cap Public,ActiveDisclosure,1020,True,Texas/Central,2024-11-17,2025-02-22,Closed Lost,0,60224.14,True,False,False,Lost to Competitor,Workiva,False,97.0,FY2025-Q1
100120,5448,Scott and Sons,Pre-IPO / Private,ActiveDisclosure,1003,False,Southeast,2024-08-22,2024-10-28,Closed Won,100,59558.62,True,True,True,,,False,67.0,FY2024-Q4
100121,5032,"Brown, Valdez and Lucas",Pre-IPO / Private,ActiveDisclosure,1001,False,Northeast,2026-01-14,2026-03-14,Closed Lost,0,48789.63,True,False,False,Budget Cut,Donnelley Legacy/Manual Process,False,59.0,FY2026-Q1
100122,5268,Howard-Jordan,Mid Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2025-04-20,2025-06-26,Closed Lost,0,95749.44,True,False,False,Lost to Competitor,In-house Build,False,67.0,FY2025-Q2
100123,5030,Lee-Davis,Large Cap Public,ActiveDisclosure,1002,False,Mid-Atlantic,2025-01-06,2025-04-02,Closed Lost,0,42243.16,True,False,False,Price,Datasite,False,86.0,FY2025-Q2
100124,5008,Smith-Bowen,Pre-IPO / Private,ActiveDisclosure,1004,False,Northeast,2025-06-08,2025-08-26,Closed Lost,0,20699.3,True,False,False,Lost to Competitor,Ideagen/Q4,False,79.0,FY2025-Q3
100125,5362,Frank-Bradley,Mid Cap Public,ActiveDisclosure,1002,False,Northeast,2025-01-13,2025-04-17,Closed Won,100,62111.11,True,True,False,,,False,94.0,FY2025-Q2
100126,5152,Wells Inc,Large Cap Public,ActiveDisclosure,1019,True,Northeast,2025-01-06,2025-04-24,Closed Lost,0,41248.95,True,False,True,Timing - Not Ready,Toppan Merrill,False,108.0,FY2025-Q2
100127,5169,"Adams, Christian and Rivas",Mid Cap Public,ActiveDisclosure,1001,False,Southeast,2024-10-05,2024-12-19,Closed Lost,0,92725.75,True,False,True,Lost to Competitor,Workiva,False,75.0,FY2024-Q4
100128,5101,Cortez LLC,Mid Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2025-06-02,2025-08-31,Closed Won,100,39947.27,True,True,False,,,False,90.0,FY2025-Q3
